iter	MAPE	Poisson
698	7.335647897e+104	1.218201164e+110
699	7.335647897e+104	1.218201164e+110
700	7.335647897e+104	1.218201164e+110
701	7.335647897e+104	1.218201164e+110
702	7.335647897e+104	1.218201164e+110
703	7.335647897e+104	1.218201164e+110
704	7.335647897e+104	1.218201164e+110
705	7.335647897e+104	1.218201164e+110
706	7.335647897e+104	1.218201164e+110
707	7.335647897e+104	1.218201164e+110
708	7.335647897e+104	1.218201164e+110
709	7.335647897e+104	1.218201164e+110
710	7.335647897e+104	1.218201164e+110
711	7.335647897e+104	1.218201164e+110
712	7.335647897e+104	1.218201164e+110
713	7.335647897e+104	1.218201164e+110
714	7.335647897e+104	1.218201164e+110
715	7.335647897e+104	1.218201164e+110
716	7.335647897e+104	1.218201164e+110
717	7.335647897e+104	1.218201164e+110
718	7.335647897e+104	1.218201164e+110
719	7.335647897e+104	1.218201164e+110
720	7.335647897e+104	1.218201164e+110
721	7.335647897e+104	1.218201164e+110
722	7.335647897e+104	1.218201164e+110
723	7.335647897e+104	1.218201164e+110
724	7.335647897e+104	1.218201164e+110
725	7.335647897e+104	1.218201164e+110
726	7.335647897e+104	1.218201164e+110
727	7.335647897e+104	1.218201164e+110
728	7.335647897e+104	1.218201164e+110
729	7.335647897e+104	1.218201164e+110
730	7.335647897e+104	1.218201164e+110
731	7.335647897e+104	1.218201164e+110
732	7.335647897e+104	1.218201164e+110
733	7.335647897e+104	1.218201164e+110
734	7.335647897e+104	1.218201164e+110
735	7.335647897e+104	1.218201164e+110
736	7.335647897e+104	1.218201164e+110
737	7.335647897e+104	1.218201164e+110
738	7.335647897e+104	1.218201164e+110
739	7.335647897e+104	1.218201164e+110
740	7.335647897e+104	1.218201164e+110
741	7.335647897e+104	1.218201164e+110
742	7.335647897e+104	1.218201164e+110
743	7.335647897e+104	1.218201164e+110
744	7.335647897e+104	1.218201164e+110
745	7.335647897e+104	1.218201164e+110
746	7.335647897e+104	1.218201164e+110
747	7.335647897e+104	1.218201164e+110
748	7.335647897e+104	1.218201164e+110
749	7.335647897e+104	1.218201164e+110
750	7.335647897e+104	1.218201164e+110
751	7.335647897e+104	1.218201164e+110
752	7.335647897e+104	1.218201164e+110
753	7.335647897e+104	1.218201164e+110
754	7.335647897e+104	1.218201164e+110
755	7.335647897e+104	1.218201164e+110
756	7.335647897e+104	1.218201164e+110
757	7.335647897e+104	1.218201164e+110
758	7.335647897e+104	1.218201164e+110
759	7.335647897e+104	1.218201164e+110
760	7.335647897e+104	1.218201164e+110
761	7.335647897e+104	1.218201164e+110
762	7.335647897e+104	1.218201164e+110
763	7.335647897e+104	1.218201164e+110
764	7.335647897e+104	1.218201164e+110
765	7.335647897e+104	1.218201164e+110
766	7.335647897e+104	1.218201164e+110
767	7.335647897e+104	1.218201164e+110
768	7.335647897e+104	1.218201164e+110
769	7.335647897e+104	1.218201164e+110
770	7.335647897e+104	1.218201164e+110
771	7.335647897e+104	1.218201164e+110
772	7.335647897e+104	1.218201164e+110
773	7.335647897e+104	1.218201164e+110
774	7.335647897e+104	1.218201164e+110
775	7.335647897e+104	1.218201164e+110
776	7.335647897e+104	1.218201164e+110
777	7.335647897e+104	1.218201164e+110
778	7.335647897e+104	1.218201164e+110
779	7.335647897e+104	1.218201164e+110
780	7.335647897e+104	1.218201164e+110
781	7.335647897e+104	1.218201164e+110
782	7.335647897e+104	1.218201164e+110
783	7.335647897e+104	1.218201164e+110
784	7.335647897e+104	1.218201164e+110
785	7.335647897e+104	1.218201164e+110
786	7.335647897e+104	1.218201164e+110
787	7.335647897e+104	1.218201164e+110
788	7.335647897e+104	1.218201164e+110
789	7.335647897e+104	1.218201164e+110
790	7.335647897e+104	1.218201164e+110
791	7.335647897e+104	1.218201164e+110
792	7.335647897e+104	1.218201164e+110
793	7.335647897e+104	1.218201164e+110
794	7.335647897e+104	1.218201164e+110
795	7.335647897e+104	1.218201164e+110
796	7.335647897e+104	1.218201164e+110
797	7.335647897e+104	1.218201164e+110
798	7.335647897e+104	1.218201164e+110
799	7.335647897e+104	1.218201164e+110
800	7.335647897e+104	1.218201164e+110
801	7.335647897e+104	1.218201164e+110
802	7.335647897e+104	1.218201164e+110
803	7.335647897e+104	1.218201164e+110
804	7.335647897e+104	1.218201164e+110
805	7.335647897e+104	1.218201164e+110
806	7.335647897e+104	1.218201164e+110
807	7.335647897e+104	1.218201164e+110
808	7.335647897e+104	1.218201164e+110
809	7.335647897e+104	1.218201164e+110
810	7.335647897e+104	1.218201164e+110
811	7.335647897e+104	1.218201164e+110
812	7.335647897e+104	1.218201164e+110
813	7.335647897e+104	1.218201164e+110
814	7.335647897e+104	1.218201164e+110
815	7.335647897e+104	1.218201164e+110
816	7.335647897e+104	1.218201164e+110
817	7.335647897e+104	1.218201164e+110
818	7.335647897e+104	1.218201164e+110
819	7.335647897e+104	1.218201164e+110
820	7.335647897e+104	1.218201164e+110
821	7.335647897e+104	1.218201164e+110
822	7.335647897e+104	1.218201164e+110
823	7.335647897e+104	1.218201164e+110
824	7.335647897e+104	1.218201164e+110
825	7.335647897e+104	1.218201164e+110
826	7.335647897e+104	1.218201164e+110
827	7.335647897e+104	1.218201164e+110
828	7.335647897e+104	1.218201164e+110
829	7.335647897e+104	1.218201164e+110
830	7.335647897e+104	1.218201164e+110
831	7.335647897e+104	1.218201164e+110
832	7.335647897e+104	1.218201164e+110
833	7.335647897e+104	1.218201164e+110
834	7.335647897e+104	1.218201164e+110
835	7.335647897e+104	1.218201164e+110
836	7.335647897e+104	1.218201164e+110
837	7.335647897e+104	1.218201164e+110
838	7.335647897e+104	1.218201164e+110
839	7.335647897e+104	1.218201164e+110
840	7.335647897e+104	1.218201164e+110
841	7.335647897e+104	1.218201164e+110
842	7.335647897e+104	1.218201164e+110
843	7.335647897e+104	1.218201164e+110
844	7.335647897e+104	1.218201164e+110
845	7.335647897e+104	1.218201164e+110
846	7.335647897e+104	1.218201164e+110
847	7.335647897e+104	1.218201164e+110
848	7.335647897e+104	1.218201164e+110
849	7.335647897e+104	1.218201164e+110
850	7.335647897e+104	1.218201164e+110
851	7.335647897e+104	1.218201164e+110
852	7.335647897e+104	1.218201164e+110
853	7.335647897e+104	1.218201164e+110
854	7.335647897e+104	1.218201164e+110
855	7.335647897e+104	1.218201164e+110
856	7.335647897e+104	1.218201164e+110
857	7.335647897e+104	1.218201164e+110
858	7.335647897e+104	1.218201164e+110
859	7.335647897e+104	1.218201164e+110
860	7.335647897e+104	1.218201164e+110
861	7.335647897e+104	1.218201164e+110
862	7.335647897e+104	1.218201164e+110
863	7.335647897e+104	1.218201164e+110
864	7.335647897e+104	1.218201164e+110
865	7.335647897e+104	1.218201164e+110
866	7.335647897e+104	1.218201164e+110
867	7.335647897e+104	1.218201164e+110
868	7.335647897e+104	1.218201164e+110
869	7.335647897e+104	1.218201164e+110
870	7.335647897e+104	1.218201164e+110
871	7.335647897e+104	1.218201164e+110
872	7.335647897e+104	1.218201164e+110
873	7.335647897e+104	1.218201164e+110
874	7.335647897e+104	1.218201164e+110
875	7.335647897e+104	1.218201164e+110
876	7.335647897e+104	1.218201164e+110
877	7.335647897e+104	1.218201164e+110
878	7.335647897e+104	1.218201164e+110
879	7.335647897e+104	1.218201164e+110
880	7.335647897e+104	1.218201164e+110
881	7.335647897e+104	1.218201164e+110
882	7.335647897e+104	1.218201164e+110
883	7.335647897e+104	1.218201164e+110
884	7.335647897e+104	1.218201164e+110
885	7.335647897e+104	1.218201164e+110
886	7.335647897e+104	1.218201164e+110
887	7.335647897e+104	1.218201164e+110
888	7.335647897e+104	1.218201164e+110
889	7.335647897e+104	1.218201164e+110
890	7.335647897e+104	1.218201164e+110
891	7.335647897e+104	1.218201164e+110
892	7.335647897e+104	1.218201164e+110
893	7.335647897e+104	1.218201164e+110
894	7.335647897e+104	1.218201164e+110
895	7.335647897e+104	1.218201164e+110
896	7.335647897e+104	1.218201164e+110
897	7.335647897e+104	1.218201164e+110
898	7.335647897e+104	1.218201164e+110
899	7.335647897e+104	1.218201164e+110
900	7.335647897e+104	1.218201164e+110
901	7.335647897e+104	1.218201164e+110
902	7.335647897e+104	1.218201164e+110
903	7.335647897e+104	1.218201164e+110
904	7.335647897e+104	1.218201164e+110
905	7.335647897e+104	1.218201164e+110
906	7.335647897e+104	1.218201164e+110
907	7.335647897e+104	1.218201164e+110
908	7.335647897e+104	1.218201164e+110
909	7.335647897e+104	1.218201164e+110
910	7.335647897e+104	1.218201164e+110
911	7.335647897e+104	1.218201164e+110
912	7.335647897e+104	1.218201164e+110
913	7.335647897e+104	1.218201164e+110
914	7.335647897e+104	1.218201164e+110
915	7.335647897e+104	1.218201164e+110
916	7.335647897e+104	1.218201164e+110
917	7.335647897e+104	1.218201164e+110
918	7.335647897e+104	1.218201164e+110
919	7.335647897e+104	1.218201164e+110
920	7.335647897e+104	1.218201164e+110
921	7.335647897e+104	1.218201164e+110
922	7.335647897e+104	1.218201164e+110
923	7.335647897e+104	1.218201164e+110
924	7.335647897e+104	1.218201164e+110
925	7.335647897e+104	1.218201164e+110
926	7.335647897e+104	1.218201164e+110
927	7.335647897e+104	1.218201164e+110
928	7.335647897e+104	1.218201164e+110
929	7.335647897e+104	1.218201164e+110
930	7.335647897e+104	1.218201164e+110
931	7.335647897e+104	1.218201164e+110
932	7.335647897e+104	1.218201164e+110
933	7.335647897e+104	1.218201164e+110
934	7.335647897e+104	1.218201164e+110
935	7.335647897e+104	1.218201164e+110
936	7.335647897e+104	1.218201164e+110
937	7.335647897e+104	1.218201164e+110
938	7.335647897e+104	1.218201164e+110
939	7.335647897e+104	1.218201164e+110
940	7.335647897e+104	1.218201164e+110
941	7.335647897e+104	1.218201164e+110
942	7.335647897e+104	1.218201164e+110
943	7.335647897e+104	1.218201164e+110
944	7.335647897e+104	1.218201164e+110
945	7.335647897e+104	1.218201164e+110
946	7.335647897e+104	1.218201164e+110
947	7.335647897e+104	1.218201164e+110
948	7.335647897e+104	1.218201164e+110
949	7.335647897e+104	1.218201164e+110
950	7.335647897e+104	1.218201164e+110
951	7.335647897e+104	1.218201164e+110
952	7.335647897e+104	1.218201164e+110
953	7.335647897e+104	1.218201164e+110
954	7.335647897e+104	1.218201164e+110
955	7.335647897e+104	1.218201164e+110
956	7.335647897e+104	1.218201164e+110
957	7.335647897e+104	1.218201164e+110
958	7.335647897e+104	1.218201164e+110
959	7.335647897e+104	1.218201164e+110
960	7.335647897e+104	1.218201164e+110
961	7.335647897e+104	1.218201164e+110
962	7.335647897e+104	1.218201164e+110
963	7.335647897e+104	1.218201164e+110
964	7.335647897e+104	1.218201164e+110
965	7.335647897e+104	1.218201164e+110
966	7.335647897e+104	1.218201164e+110
967	7.335647897e+104	1.218201164e+110
968	7.335647897e+104	1.218201164e+110
969	7.335647897e+104	1.218201164e+110
970	7.335647897e+104	1.218201164e+110
971	7.335647897e+104	1.218201164e+110
972	7.335647897e+104	1.218201164e+110
973	7.335647897e+104	1.218201164e+110
974	7.335647897e+104	1.218201164e+110
975	7.335647897e+104	1.218201164e+110
976	7.335647897e+104	1.218201164e+110
977	7.335647897e+104	1.218201164e+110
978	7.335647897e+104	1.218201164e+110
979	7.335647897e+104	1.218201164e+110
980	7.335647897e+104	1.218201164e+110
981	7.335647897e+104	1.218201164e+110
982	7.335647897e+104	1.218201164e+110
983	7.335647897e+104	1.218201164e+110
984	7.335647897e+104	1.218201164e+110
985	7.335647897e+104	1.218201164e+110
986	7.335647897e+104	1.218201164e+110
987	7.335647897e+104	1.218201164e+110
988	7.335647897e+104	1.218201164e+110
989	7.335647897e+104	1.218201164e+110
990	7.335647897e+104	1.218201164e+110
991	7.335647897e+104	1.218201164e+110
992	7.335647897e+104	1.218201164e+110
993	7.335647897e+104	1.218201164e+110
994	7.335647897e+104	1.218201164e+110
995	7.335647897e+104	1.218201164e+110
996	7.335647897e+104	1.218201164e+110
997	7.335647897e+104	1.218201164e+110
998	7.335647897e+104	1.218201164e+110
999	7.335647897e+104	1.218201164e+110
